UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5210,L15210,L,298.1,309.2,1360,40.7,220,0,0,0,0,0,0
5211,H15211,H,298.2,308.9,1556,40.7,36,0,0,0,0,0,0
5212,L15212,L,298.2,310.2,1577,28.1,235,0,0,0,0,0,0
5213,L15213,L,298.3,308.4,1461,37.6,131,0,0,0,0,0,0
5214,M15214,M,298.2,307.6,1503,37.8,77,0,0,0,0,0,0
5215,L15215,L,298.4,308.4,1455,39.0,208,0,0,0,0,0,0
5216,M15216,M,298.3,308.2,1610,36.8,171,0,0,0,0,0,0
5217,L15217,L,298.4,308.3,1480,44.0,44,0,0,0,0,0,0
5218,M15218,M,298.4,308.4,1450,35.1,80,0,0,0,0,0,0
5219,L15219,L,298.3,307.4,1597,45.5,83,0,0,0,0,0,0
5220,L15220,L,298.4,308.7,1423,43.7,123,0,0,0,0,0,0
5221,L15221,L,298.4,307.0,1516,48.2,174,0,0,0,0,0,0
5222,L15222,L,298.3,307.6,1395,50.4,92,0,0,0,0,0,0
5223,L15223,L,298.3,308.2,1566,50.4,232,1,0,0,0,1,0
5224,L15224,L,298.3,306.0,1582,32.9,153,0,0,0,0,0,0
5225,L15225,L,298.3,309.1,1371,42.1,105,0,0,0,0,0,0
5226,L15226,L,298.2,306.1,1356,35.7,101,1,0,1,0,0,0
5227,M15227,M,298.2,308.9,1529,59.7,208,1,0,0,1,1,0
5228,H15228,H,298.2,306.9,1694,43.7,203,0,0,0,0,0,0
5229,L15229,L,298.2,307.7,1588,48.5,247,1,0,0,0,1,0
5230,M15230,M,298.2,308.7,1479,42.6,91,0,0,0,0,0,0
5231,M15231,M,298.2,310.4,1415,24.2,136,0,0,0,0,0,0
5232,L15232,L,298.3,308.4,1378,35.3,95,0,0,0,0,0,0
5233,M15233,M,298.3,306.3,1572,35.9,225,0,0,0,0,0,0
5234,L15234,L,298.3,309.2,1592,37.7,79,0,0,0,0,0,0
5235,M15235,M,298.3,308.0,1437,42.2,47,0,0,0,0,0,0
5236,L15236,L,298.3,308.4,1475,43.0,245,0,0,0,0,0,0
5237,M15237,M,298.3,308.8,1505,24.2,30,0,0,0,0,0,0
5238,M15238,M,298.2,306.0,1681,38.6,182,0,0,0,0,0,0
5239,L15239,L,298.3,308.3,1507,37.1,218,0,0,0,0,0,0
5240,L15240,L,298.3,307.8,1402,48.3,220,0,0,0,0,0,0
5241,H15241,H,298.3,309.5,1384,43.6,0,0,0,0,0,0,0
5242,L15242,L,298.3,309.0,1409,38.9,125,0,0,0,0,0,0
5243,M15243,M,298.3,306.7,1626,41.3,218,0,0,0,0,0,0
5244,H15244,H,298.3,309.6,1551,29.9,244,0,0,0,0,0,0
5245,M15245,M,298.3,308.7,1465,44.0,223,0,0,0,0,0,0
5246,M15246,M,298.3,306.7,1207,37.6,186,1,0,1,0,0,0
5247,M15247,M,298.3,308.4,1415,35.2,138,0,0,0,0,0,0
5248,H15248,H,298.4,309.4,1534,47.9,244,0,0,0,0,0,0
5249,L15249,L,298.3,307.1,1535,41.6,226,0,0,0,0,0,0
5250,L15250,L,298.3,309.7,1534,36.0,129,0,0,0,0,0,0
5251,L15251,L,298.3,306.8,1365,36.4,45,1,0,1,0,0,0
5252,H15252,H,298.4,307.6,1518,42.2,0,0,0,0,0,0,0
5253,M15253,M,298.3,307.4,1402,41.7,69,0,0,0,0,0,0
5254,L15254,L,298.4,309.8,1500,40.2,198,0,0,0,0,0,0
5255,H15255,H,298.3,307.8,1423,32.8,65,0,0,0,0,0,0
5256,L15256,L,298.3,307.2,1607,33.7,1,0,0,0,0,0,0
5257,L15257,L,298.3,308.7,1534,35.5,238,0,0,0,0,0,0
5258,M15258,M,298.4,309.0,1486,38.8,244,0,0,0,0,0,0
5259,L15259,L,298.3,309.0,1638,39.8,68,0,0,0,0,0,0
5260,H15260,H,298.3,308.1,1463,39.0,12,0,0,0,0,0,0
5261,L15261,L,298.3,308.6,1358,39.3,146,0,0,0,0,0,0
5262,H15262,H,298.3,307.7,1606,51.3,82,0,0,0,0,0,0
5263,M15263,M,298.3,310.0,1525,45.1,46,0,0,0,0,0,0
5264,L15264,L,298.4,309.5,1468,47.1,128,0,0,0,0,0,0
5265,H15265,H,298.3,309.4,1436,42.8,226,0,0,0,0,0,0
5266,M15266,M,298.3,309.1,1551,40.4,248,0,0,0,0,0,0
5267,L15267,L,298.3,308.8,1581,42.5,145,0,0,0,0,0,0
5268,L15268,L,298.2,307.0,1423,41.4,112,0,0,0,0,0,0
5269,H15269,H,298.2,308.8,1557,44.8,248,0,0,0,0,0,0
5270,L15270,L,298.3,308.5,1525,34.1,31,0,0,0,0,0,0
5271,L15271,L,298.3,309.6,1417,44.3,95,0,0,0,0,0,0
5272,L15272,L,298.4,309.2,1500,41.0,244,0,0,0,0,0,0
5273,L15273,L,298.3,308.9,1445,29.2,199,0,0,0,0,0,0
5274,M15274,M,298.3,306.7,1624,40.5,10,0,0,0,0,0,0
5275,L15275,L,298.4,308.3,1435,32.2,147,0,0,0,0,0,0
5276,L15276,L,298.4,307.9,1651,36.8,7,0,0,0,0,0,0
5277,L15277,L,298.4,308.7,1513,39.0,219,0,0,0,0,0,0
5278,L15278,L,298.5,308.1,1325,31.0,212,0,0,0,0,0,0
5279,H15279,H,298.5,308.2,1283,39.7,101,0,0,0,0,0,0
5280,L15280,L,298.5,309.0,1479,40.4,165,0,0,0,0,0,0
5281,H15281,H,298.5,308.1,1633,44.5,5,0,0,0,0,0,0
5282,L15282,L,298.5,308.6,1623,37.3,1,0,0,0,0,0,0
5283,L15283,L,298.4,306.9,1517,41.6,201,0,0,0,0,0,0
5284,H15284,H,298.5,307.6,1426,39.4,233,0,0,0,0,0,0
5285,L15285,L,298.4,309.1,1458,37.5,72,0,0,0,0,0,0
5286,M15286,M,298.6,307.3,1521,30.0,182,0,0,0,0,0,0
5287,H15287,H,298.5,309.8,1609,39.3,2,0,0,0,0,0,0
5288,L15288,L,298.6,309.5,1557,44.5,65,0,0,0,0,0,0
5289,L15289,L,298.6,308.3,1597,34.4,227,0,0,0,0,0,0
5290,M15290,M,298.6,311.6,1564,38.7,199,0,0,0,0,0,0
5291,L15291,L,298.6,309.8,1594,39.6,200,0,0,0,0,0,0
5292,L15292,L,298.5,307.6,1274,46.6,25,0,0,0,0,0,0
5293,L15293,L,298.5,309.3,1411,40.2,225,0,0,0,0,0,0
5294,L15294,L,298.4,308.5,1390,41.7,175,0,0,0,0,0,0
5295,M15295,M,298.4,307.6,1380,39.9,93,0,0,0,0,0,0
5296,L15296,L,298.3,307.2,1501,37.0,101,0,0,0,0,0,0
5297,L15297,L,298.4,309.4,1355,33.2,135,0,0,0,0,0,0
5298,M15298,M,298.4,307.8,1406,38.3,194,0,0,0,0,0,0
5299,L15299,L,298.4,308.3,1490,42.4,74,0,0,0,0,0,0
5300,L15300,L,298.5,307.5,1340,40.7,88,0,0,0,0,0,0
5301,M15301,M,298.5,307.7,1451,48.9,115,0,0,0,0,0,0
5302,L15302,L,298.5,308.4,1564,45.7,196,0,0,0,0,0,0
5303,M15303,M,298.5,308.9,1377,47.4,203,0,0,0,0,0,0
5304,H15304,H,298.5,305.9,1580,27.8,246,0,0,0,0,0,0
5305,L15305,L,298.6,308.6,1419,49.5,29,0,0,0,0,0,0
5306,M15306,M,298.5,307.7,1527,41.6,154,0,0,0,0,0,0
5307,L15307,L,298.6,310.0,1389,42.5,42,0,0,0,0,0,0
5308,L15308,L,298.6,311.6,1545,45.4,132,0,0,0,0,0,0
5309,H15309,H,298.6,308.3,1470,40.1,19,0,0,0,0,0,0
5310,H15310,H,298.7,307.0,1547,33.6,51,0,0,0,0,0,0
5311,L15311,L,298.8,308.9,1445,48.7,20,0,0,0,0,0,0
5312,M15312,M,298.8,308.5,1556,35.4,130,0,0,0,0,0,0
5313,H15313,H,298.8,310.7,1585,34.1,40,0,0,0,0,0,0
5314,H15314,H,298.7,310.4,1512,38.6,123,0,0,0,0,0,0
5315,M15315,M,298.7,309.5,1452,37.7,241,0,0,0,0,0,0
5316,L15316,L,298.7,308.1,1477,40.0,191,0,0,0,0,0,0
5317,L15317,L,298.7,309.4,1374,39.4,107,0,0,0,0,0,0
5318,H15318,H,298.8,309.0,1520,48.1,246,0,0,0,0,0,0
5319,L15319,L,298.8,309.0,1562,42.8,195,0,0,0,0,0,0
5320,M15320,M,298.7,307.1,1657,34.9,215,0,0,0,0,0,0
5321,L15321,L,298.7,309.8,1631,35.7,198,0,0,0,0,0,0
5322,L15322,L,298.8,308.9,1402,37.7,151,0,0,0,0,0,0
5323,L15323,L,298.9,308.8,1521,37.7,51,0,0,0,0,0,0
5324,H15324,H,298.9,308.3,1487,36.9,202,0,0,0,0,0,0
5325,L15325,L,298.9,308.1,1622,33.4,1,0,0,0,0,0,0
5326,M15326,M,299.1,309.4,1429,41.7,246,0,0,0,0,0,0
5327,L15327,L,299.1,307.3,1588,37.3,43,0,0,0,0,0,0
5328,L15328,L,299.0,309.8,1401,34.3,40,0,0,0,0,0,0
5329,L15329,L,299.0,307.9,1489,42.9,69,0,0,0,0,0,0
5330,M15330,M,299.0,307.0,1412,45.1,6,0,0,0,0,0,0
5331,L15331,L,298.9,310.8,1303,38.5,37,0,0,0,0,0,0
5332,L15332,L,298.9,308.1,1410,50.7,209,0,0,0,0,0,0
5333,L15333,L,299.0,308.2,1474,53.3,172,0,0,0,0,0,0
5334,L15334,L,299.0,310.2,1643,43.0,8,0,0,0,0,0,0
5335,H15335,H,299.1,311.0,1391,37.2,52,0,0,0,0,0,0
5336,H15336,H,299.1,307.6,1439,41.6,27,0,0,0,0,0,0
5337,L15337,L,299.0,308.1,1356,32.7,127,0,0,0,0,0,0
5338,M15338,M,299.1,308.2,1616,34.8,18,0,0,0,0,0,0
5339,H15339,H,299.1,310.0,1454,29.9,195,0,0,0,0,0,0
5340,L15340,L,299.1,310.8,1466,36.2,131,0,0,0,0,0,0
5341,H15341,H,299.0,308.0,1465,32.6,12,0,0,0,0,0,0
5342,H15342,H,299.0,310.4,1305,43.7,219,0,0,0,0,0,0
5343,L15343,L,298.9,308.2,1353,35.5,248,0,0,0,0,0,0
5344,L15344,L,298.9,309.2,1405,41.7,10,0,0,0,0,0,0
5345,H15345,H,298.9,307.6,1562,44.5,244,0,0,0,0,0,0
5346,M15346,M,298.8,308.7,1250,47.0,1,0,0,0,0,0,0
5347,L15347,L,298.9,308.8,1554,37.9,197,0,0,0,0,0,0
5348,L15348,L,298.9,308.6,1534,41.9,139,0,0,0,0,0,0
5349,L15349,L,299.0,309.4,1319,42.1,125,0,0,0,0,0,0
5350,M15350,M,298.9,307.9,1468,47.6,246,0,0,0,0,0,0
5351,M15351,M,298.9,308.0,1616,44.7,231,0,0,0,0,0,0
5352,H15352,H,298.9,309.3,1393,47.8,164,0,0,0,0,0,0
5353,L15353,L,298.9,310.2,1445,30.0,55,0,0,0,0,0,0
5354,M15354,M,298.8,308.8,1776,36.0,87,0,0,0,0,0,0
5355,M15355,M,298.8,309.3,1533,46.2,51,0,0,0,0,0,0
5356,L15356,L,298.8,309.6,1474,43.5,246,0,0,0,0,0,0
5357,L15357,L,298.9,309.7,1452,39.2,124,0,0,0,0,0,0
5358,H15358,H,298.9,308.0,1537,37.2,200,0,0,0,0,0,0
5359,H15359,H,298.9,308.2,1568,44.7,217,0,0,0,0,0,0
5360,L15360,L,299.0,308.3,1284,28.1,131,0,0,0,0,0,0
5361,M15361,M,299.0,310.9,1277,44.8,104,0,0,0,0,0,0
5362,L15362,L,299.0,309.5,1400,40.5,235,0,0,0,0,0,0
5363,M15363,M,299.0,309.4,1485,37.1,131,0,0,0,0,0,0
5364,M15364,M,299.0,309.4,1508,43.0,176,0,0,0,0,0,0
5365,M15365,M,299.0,307.7,1330,37.7,51,0,0,0,0,0,0
5366,H15366,H,299.1,311.0,1480,40.2,33,0,0,0,0,0,0
5367,M15367,M,299.1,309.6,1493,39.7,21,0,0,0,0,0,0
5368,L15368,L,299.1,309.8,1415,44.5,140,0,0,0,0,0,0
5369,M15369,M,299.1,307.3,1447,41.0,62,0,0,0,0,0,0
5370,L15370,L,299.1,309.9,1427,28.5,14,0,0,0,0,0,0
5371,L15371,L,299.1,308.7,1546,31.6,167,0,0,0,0,0,0
5372,L15372,L,299.1,307.8,1501,33.5,37,0,0,0,0,0,0
5373,L15373,L,299.1,308.2,1386,42.7,104,0,0,0,0,0,0
5374,M15374,M,299.2,307.9,1596,43.3,245,0,0,0,0,0,0
5375,L15375,L,299.2,307.9,1363,50.0,234,1,0,0,0,1,0
5376,M15376,M,299.1,309.1,1329,33.9,54,0,0,0,0,0,0
5377,M15377,M,299.1,308.7,1475,47.9,171,0,0,0,0,0,0
5378,L15378,L,299.1,309.4,1475,28.4,116,0,0,0,0,0,0
5379,H15379,H,299.0,310.7,1507,40.1,119,0,0,0,0,0,0
5380,L15380,L,299.0,308.9,1382,41.5,65,0,0,0,0,0,0
5381,L15381,L,299.0,306.8,1589,41.4,65,0,0,0,0,0,0
5382,M15382,M,299.0,308.8,1671,38.1,170,0,0,0,0,0,0
5383,L15383,L,299.0,310.2,1498,40.7,71,0,0,0,0,0,0
5384,L15384,L,299.0,308.9,1532,32.6,165,0,0,0,0,0,0
5385,M15385,M,298.9,310.5,1288,45.2,209,0,0,0,0,0,0
5386,M15386,M,299.0,309.4,1457,41.5,245,0,0,0,0,0,0
5387,L15387,L,299.0,307.2,1430,42.2,156,0,0,0,0,0,0
5388,H15388,H,299.0,309.1,1414,38.3,74,0,0,0,0,0,0
5389,M15389,M,299.0,309.3,1434,38.0,183,0,0,0,0,0,0
5390,H15390,H,299.0,310.1,1444,43.1,133,0,0,0,0,0,0
5391,L15391,L,299.1,310.9,1355,49.5,8,0,0,0,0,0,0
5392,M15392,M,299.1,310.0,1451,31.6,149,0,0,0,0,0,0
5393,H15393,H,299.2,309.6,1396,31.3,173,0,0,0,0,0,0
5394,M15394,M,299.2,309.9,1579,41.6,242,0,0,0,0,0,0
5395,M15395,M,299.3,309.1,1533,38.0,88,0,0,0,0,0,0
5396,L15396,L,299.3,307.9,1533,40.7,249,0,0,0,0,0,0
5397,L15397,L,299.3,309.4,1598,39.9,30,0,0,0,0,0,0
5398,L15398,L,299.4,309.8,1417,43.7,20,0,0,0,0,0,0
5399,L15399,L,299.3,308.1,1527,38.3,37,0,0,0,0,0,0
5400,H15400,H,299.3,310.6,1607,32.8,51,0,0,0,0,0,0
5401,L15401,L,299.3,310.3,1410,35.3,146,0,0,0,0,0,0
5402,H15402,H,299.3,307.9,1297,39.0,137,0,0,0,0,0,0
5403,H15403,H,299.3,310.6,1431,32.5,173,0,0,0,0,0,0
5404,L15404,L,299.3,309.0,1596,39.8,228,0,0,0,0,0,0
5405,L15405,L,299.2,308.4,1405,40.4,75,0,0,0,0,0,0
5406,H15406,H,299.2,310.3,1453,37.9,82,0,0,0,0,0,0
5407,H15407,H,299.2,309.1,1422,41.3,193,0,0,0,0,0,0
5408,L15408,L,299.1,311.0,1481,30.3,78,0,0,0,0,0,0
5409,L15409,L,299.2,308.3,1395,34.3,37,0,0,0,0,0,0
5410,M15410,M,299.1,307.4,1352,33.1,61,1,0,1,0,0,0
5411,M15411,M,299.1,308.8,1456,45.3,71,0,0,0,0,0,0
5412,L15412,L,299.1,309.9,1473,53.8,173,0,0,0,0,0,0
5413,M15413,M,299.1,308.2,1612,34.7,162,0,0,0,0,0,0
5414,L15414,L,299.1,307.7,1507,38.6,101,0,0,0,0,0,0
5415,L15415,L,299.1,309.3,1383,35.8,170,0,0,0,0,0,0
5416,L15416,L,299.1,307.7,1427,41.3,127,0,0,0,0,0,0
5417,L15417,L,299.2,309.5,1571,36.3,157,0,0,0,0,0,0
5418,L15418,L,299.3,308.9,1458,41.7,72,0,0,0,0,0,0
5419,L15419,L,299.3,309.7,1391,44.0,62,0,0,0,0,0,0
5420,L15420,L,299.2,307.8,1508,32.7,157,0,0,0,0,0,0
5421,L15421,L,299.2,310.5,1421,41.6,112,0,0,0,0,0,0
5422,L15422,L,299.1,309.0,1548,29.2,82,0,0,0,0,0,0
5423,H15423,H,299.2,310.0,1536,38.5,156,0,0,0,0,0,0
5424,L15424,L,299.2,310.2,1385,38.1,193,0,0,0,0,0,0
5425,L15425,L,299.2,308.1,1678,38.6,219,0,0,0,0,0,0
5426,M15426,M,299.3,310.2,1488,38.1,199,0,0,0,0,0,0
5427,H15427,H,299.2,307.8,1234,37.0,216,1,0,1,0,0,0
5428,L15428,L,299.2,307.9,1538,38.4,201,0,0,0,0,0,0
5429,M15429,M,299.3,311.2,1240,41.4,21,0,0,0,0,0,0
5430,M15430,M,299.3,310.4,1604,41.6,162,0,0,0,0,0,0
5431,M15431,M,299.2,311.3,1506,40.7,169,0,0,0,0,0,0
5432,L15432,L,299.2,308.8,1485,36.6,151,0,0,0,0,0,0
5433,M15433,M,299.2,309.3,1492,46.5,25,0,0,0,0,0,0
5434,L15434,L,299.3,309.9,1550,49.2,158,0,0,0,0,0,0
5435,M15435,M,299.4,309.4,1443,32.3,86,0,0,0,0,0,0
5436,M15436,M,299.4,308.7,1491,41.0,129,0,0,0,0,0,0
5437,L15437,L,299.4,308.5,1503,37.2,250,0,0,0,0,0,0
5438,H15438,H,299.4,309.6,1203,45.6,166,0,0,0,0,0,0
5439,L15439,L,299.4,308.3,1551,39.9,96,0,0,0,0,0,0
5440,H15440,H,299.3,308.3,1568,40.3,215,0,0,0,0,0,0
5441,L15441,L,299.2,309.6,1537,43.0,139,0,0,0,0,0,0
5442,L15442,L,299.2,309.1,1530,38.2,228,1,1,0,0,0,0
5443,L15443,L,299.2,310.1,1651,50.1,72,0,0,0,0,0,0
5444,H15444,H,299.2,308.8,1487,43.1,171,0,0,0,0,0,0
5445,L15445,L,299.2,308.6,1491,45.6,42,0,0,0,0,0,0
5446,L15446,L,299.2,309.6,1426,38.7,235,0,0,0,0,0,0
5447,L15447,L,299.2,308.4,1300,39.3,194,0,0,0,0,0,0
5448,M15448,M,299.2,308.5,1537,44.9,235,0,0,0,0,0,0
5449,M15449,M,299.1,308.5,1437,44.3,214,0,0,0,0,0,0
5450,L15450,L,299.0,308.8,1299,32.5,87,0,0,0,0,0,0
5451,L15451,L,299.0,310.8,1484,40.8,96,0,0,0,0,0,0
5452,L15452,L,299.0,307.6,1481,42.8,221,0,0,0,0,0,0
5453,L15453,L,299.1,310.4,1468,39.2,165,0,0,0,0,0,0
5454,L15454,L,299.1,309.8,1505,42.3,234,0,0,0,0,0,0
5455,M15455,M,299.1,310.7,1335,39.5,193,0,0,0,0,0,0
5456,L15456,L,299.1,312.3,1591,26.5,39,0,0,0,0,0,0
5457,L15457,L,299.1,310.5,1535,32.1,149,0,0,0,0,0,0
5458,L15458,L,299.1,310.0,1616,45.8,202,0,0,0,0,0,0
5459,H15459,H,299.0,307.7,1436,38.5,190,0,0,0,0,0,0
5460,H15460,H,299.1,307.9,1535,41.1,186,0,0,0,0,0,0
5461,H15461,H,299.0,309.4,1305,40.0,203,0,0,0,0,0,0
5462,L15462,L,299.0,307.3,1408,35.0,18,0,0,0,0,0,0
5463,L15463,L,298.9,309.6,1354,37.2,19,0,0,0,0,0,0
5464,L15464,L,298.9,306.8,1517,42.0,118,0,0,0,0,0,0
5465,L15465,L,298.9,310.1,1381,42.6,72,0,0,0,0,0,0
5466,M15466,M,299.0,308.6,1448,53.1,170,0,0,0,0,0,0
5467,M15467,M,298.9,309.1,1491,37.1,185,0,0,0,0,0,0
5468,H15468,H,298.8,308.1,1451,50.0,81,0,0,0,0,0,0
5469,H15469,H,298.8,306.9,1360,34.8,104,1,0,1,0,0,0
5470,L15470,L,298.8,310.0,1656,42.9,238,0,0,0,0,0,0
5471,M15471,M,298.8,310.1,1503,41.1,53,0,0,0,0,0,0
5472,L15472,L,298.8,308.4,1657,39.2,81,0,0,0,0,0,0
5473,L15473,L,298.8,309.4,1388,40.0,39,0,0,0,0,0,0
5474,M15474,M,298.8,308.4,1454,36.3,99,0,0,0,0,0,0
5475,L15475,L,298.8,309.1,1500,45.4,26,0,0,0,0,0,0
5476,L15476,L,298.8,309.6,1645,34.9,140,0,0,0,0,0,0
5477,L15477,L,298.8,309.3,1656,41.9,46,0,0,0,0,0,0
5478,M15478,M,298.8,310.1,1448,44.5,199,0,0,0,0,0,0
5479,M15479,M,298.8,309.3,1419,48.3,111,0,0,0,0,0,0
5480,L15480,L,298.9,308.9,1491,45.8,234,0,0,0,0,0,0
5481,H15481,H,298.9,308.1,1612,43.4,150,0,0,0,0,0,0
5482,L15482,L,299.0,308.5,1505,36.2,118,0,0,0,0,0,0
5483,L15483,L,299.0,309.8,1523,35.3,58,0,0,0,0,0,0
5484,M15484,M,299.0,307.5,1611,33.2,76,0,0,0,0,0,0
5485,M15485,M,298.9,310.1,1594,32.6,125,0,0,0,0,0,0
5486,H15486,H,299.0,308.7,1598,40.0,6,0,0,0,0,0,0
5487,L15487,L,299.0,308.1,1562,35.6,49,0,0,0,0,0,0
5488,M15488,M,299.0,307.9,1635,47.2,103,0,0,0,0,0,0
5489,M15489,M,299.1,309.8,1378,36.5,65,0,0,0,0,0,0
5490,H15490,H,299.0,309.0,1725,40.6,130,0,0,0,0,0,0
5491,L15491,L,299.1,310.7,1606,38.4,105,0,0,0,0,0,0
5492,M15492,M,299.1,307.8,1484,31.6,166,0,0,0,0,0,0
5493,M15493,M,299.1,308.5,1611,46.5,214,0,0,0,0,0,0
5494,L15494,L,299.0,309.0,1465,44.2,6,0,0,0,0,0,0
5495,L15495,L,299.1,308.3,1547,44.9,195,0,0,0,0,0,0
5496,L15496,L,299.1,309.1,1559,43.6,244,0,0,0,0,0,0
5497,M15497,M,299.1,309.4,1586,35.4,182,0,0,0,0,0,0
5498,H15498,H,299.0,309.5,1454,35.6,7,0,0,0,0,0,0
5499,M15499,M,299.0,310.5,1588,42.7,31,0,0,0,0,0,0
5500,M15500,M,299.1,307.8,1456,49.3,18,0,0,0,0,0,0
5501,M15501,M,299.0,309.3,1573,42.3,117,0,0,0,0,0,0
5502,L15502,L,299.0,308.3,1498,45.9,139,0,0,0,0,0,0
5503,L15503,L,299.0,309.4,1318,36.8,56,0,0,0,0,0,0
5504,L15504,L,298.9,309.4,1426,46.6,137,0,0,0,0,0,0
5505,L15505,L,298.9,307.9,1585,37.5,205,0,0,0,0,0,0
5506,L15506,L,298.9,308.0,1470,41.4,90,0,0,0,0,0,0
5507,M15507,M,298.8,309.3,1621,37.8,235,0,0,0,0,0,0
5508,L15508,L,298.8,308.8,1379,45.3,20,0,0,0,0,0,0
5509,L15509,L,298.9,308.6,1570,45.4,147,0,0,0,0,0,0
5510,L15510,L,298.9,309.5,1495,31.1,120,0,0,0,0,0,0
5511,L15511,L,298.8,309.6,1475,48.0,131,0,0,0,0,0,0
5512,H15512,H,298.9,308.3,1382,54.3,146,0,0,0,0,0,0
5513,H15513,H,298.9,308.0,1521,37.9,28,0,0,0,0,0,0
5514,M15514,M,298.9,307.7,1399,39.2,70,0,0,0,0,0,0
5515,L15515,L,298.9,309.0,1436,47.4,63,0,0,0,0,0,0
5516,M15516,M,299.0,307.6,1486,40.4,244,0,0,0,0,0,0
5517,H15517,H,298.9,309.0,1463,40.0,224,0,0,0,0,0,0
5518,M15518,M,298.8,310.0,1603,51.4,199,0,0,0,0,0,0
5519,L15519,L,298.8,308.5,1241,31.9,138,0,0,0,0,0,0
5520,M15520,M,298.9,308.3,1482,35.3,32,0,0,0,0,0,0
5521,H15521,H,298.8,310.8,1464,42.5,24,0,0,0,0,0,0
5522,M15522,M,298.8,310.3,1499,30.3,160,0,0,0,0,0,0
5523,M15523,M,298.8,308.0,1446,37.8,227,0,0,0,0,0,0
5524,L15524,L,298.8,308.9,1602,37.7,25,0,0,0,0,0,0
5525,M15525,M,298.8,309.2,1474,45.8,35,0,0,0,0,0,0
5526,L15526,L,298.9,309.1,1513,44.2,10,0,0,0,0,0,0
5527,M15527,M,298.8,310.6,1589,29.9,29,0,0,0,0,0,0
5528,L15528,L,298.8,308.9,1505,35.8,56,0,0,0,0,0,0
5529,L15529,L,298.8,309.0,1373,35.9,96,0,0,0,0,0,0
5530,L15530,L,298.8,309.4,1457,38.7,137,0,0,0,0,0,0
5531,M15531,M,298.7,309.9,1488,33.4,220,0,0,0,0,0,0
5532,L15532,L,298.8,309.7,1335,42.7,24,0,0,0,0,0,0
5533,M15533,M,298.8,309.3,1429,35.8,95,0,0,0,0,0,0
5534,M15534,M,298.8,307.3,1493,43.5,195,0,0,0,0,0,0
5535,L15535,L,298.7,308.3,1701,40.0,246,0,0,0,0,0,0
5536,L15536,L,298.8,309.6,1537,34.2,56,0,0,0,0,0,0
5537,L15537,L,298.7,308.9,1516,48.3,122,0,0,0,0,0,0
5538,H15538,H,298.7,309.5,1669,48.5,230,0,0,0,0,0,0
5539,M15539,M,298.8,310.6,1559,41.7,33,0,0,0,0,0,0
5540,L15540,L,298.7,307.6,1573,38.6,85,0,0,0,0,0,0
5541,L15541,L,298.8,309.9,1459,33.7,204,0,0,0,0,0,0
5542,M15542,M,298.8,308.5,1373,46.4,53,0,0,0,0,0,0
5543,H15543,H,298.8,309.7,1526,44.9,50,0,0,0,0,0,0
5544,H15544,H,298.8,308.8,1682,35.1,227,1,1,0,0,0,0
5545,M15545,M,299.0,311.1,1651,35.9,5,0,0,0,0,0,0
5546,L15546,L,299.0,309.2,1566,42.7,186,0,0,0,0,0,0
5547,L15547,L,299.1,308.4,1431,32.9,53,0,0,0,0,0,0
5548,L15548,L,299.0,309.4,1345,36.2,16,0,0,0,0,0,0
5549,L15549,L,299.0,309.4,1418,33.8,153,0,0,0,0,0,0
5550,L15550,L,299.0,310.1,1522,33.9,87,0,0,0,0,0,0
5551,L15551,L,299.0,309.5,1453,35.7,136,0,0,0,0,0,0
5552,L15552,L,299.0,311.5,1600,45.4,1,0,0,0,0,0,0
5553,H15553,H,299.0,308.9,1351,29.5,19,0,0,0,0,0,0
5554,M15554,M,299.0,308.9,1487,42.6,90,0,0,0,0,0,0
5555,H15555,H,298.9,308.3,1423,41.5,5,0,0,0,0,0,0
5556,M15556,M,299.0,309.0,1599,45.8,241,0,0,0,0,0,0
5557,L15557,L,298.9,309.1,1554,41.5,218,0,0,0,0,0,0
5558,M15558,M,298.9,309.2,1417,37.7,118,0,0,0,0,0,0
5559,L15559,L,298.9,309.0,1585,35.1,245,0,0,0,0,0,0
5560,M15560,M,298.9,308.3,1338,45.9,215,0,0,0,0,0,0
5561,L15561,L,298.9,308.0,1321,43.0,78,0,0,0,0,0,0
5562,H15562,H,298.9,308.6,1411,37.0,54,0,0,0,0,0,0
5563,L15563,L,299.0,310.1,1302,45.5,47,0,0,0,0,0,0
5564,L15564,L,298.9,310.3,1489,37.3,57,0,0,0,0,0,0
5565,H15565,H,298.9,308.9,1492,40.0,224,0,0,0,0,0,0
5566,L15566,L,299.0,308.1,1459,36.4,169,0,0,0,0,0,0
5567,M15567,M,299.0,308.9,1554,43.2,201,0,0,0,0,0,0
5568,M15568,M,299.0,311.1,1428,34.0,148,0,0,0,0,0,0
5569,H15569,H,299.1,310.1,1370,38.2,5,0,0,0,0,0,0
5570,H15570,H,299.1,309.6,1420,36.1,29,0,0,0,0,0,0
5571,H15571,H,299.1,310.1,1378,41.6,150,0,0,0,0,0,0
5572,L15572,L,299.0,310.6,1439,42.3,35,0,0,0,0,0,0
5573,H15573,H,298.9,307.8,1560,33.4,109,0,0,0,0,0,0
5574,M15574,M,299.0,308.6,1324,42.4,120,0,0,0,0,0,0
5575,M15575,M,298.9,308.4,1466,31.1,240,0,0,0,0,0,0
